Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,Exterior2nd,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,YrSold,SalePrice
487,20,RL,79,10289,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,7,1965,1965,CompShg,MetalSd,MetalSd,TA,TA,No,ALQ,836,Unf,0,237,1073,Y,1073,0,0,1073,1,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1965,RFn,2,515,TA,TA,Y,0,2007,156000
488,20,RL,70,12243,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,6,1971,1971,CompShg,Plywood,Plywood,Gd,TA,Av,ALQ,998,Unf,0,486,1484,Y,1484,0,0,1484,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1971,Unf,2,487,TA,TA,Y,224,2007,175000
489,190,RL,60,10800,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,2fmCon,1.5Fin,5,4,1900,1970,CompShg,Wd Sdng,Wd Sdng,TA,Fa,No,BLQ,664,Unf,0,290,954,N,1766,648,0,2414,0,0,2,0,3,2,TA,10,Mod,1,Gd,Attchd,1970,Unf,2,520,TA,Fa,N,142,2006,160000
490,180,RM,21,1526,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Twnhs,SFoyer,4,8,1970,2002,CompShg,CemntBd,CmentBd,Gd,TA,Av,GLQ,515,Unf,0,115,630,Y,630,0,0,630,1,0,1,0,1,1,Gd,3,Typ,0,NA,Attchd,1970,Unf,1,286,TA,TA,Y,0,2009,86000
491,160,RM,NA,2665,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,2Story,5,6,1976,1976,CompShg,CemntBd,CmentBd,Gd,TA,Mn,Unf,0,Unf,0,264,264,Y,616,688,0,1304,0,0,1,1,3,1,TA,4,Typ,1,Gd,BuiltIn,1976,Fin,1,336,TA,TA,Y,141,2008,115000
492,50,RL,79,9490,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Artery,1Fam,1.5Fin,6,7,1941,1950,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,BLQ,403,Rec,165,238,806,Y,958,620,0,1578,1,0,1,0,3,1,Fa,5,Typ,2,TA,Attchd,1941,Unf,1,240,TA,TA,Y,0,2006,133000
493,60,RL,105,15578,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,2Story,6,5,2006,2006,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,728,728,Y,728,728,0,1456,0,0,2,1,3,1,TA,8,Typ,0,NA,Attchd,2006,RFn,2,429,TA,TA,Y,0,2006,172785
494,20,RL,70,7931,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,6,1960,1960,CompShg,BrkFace,Wd Sdng,TA,TA,No,BLQ,374,LwQ,532,363,1269,Y,1269,0,0,1269,0,0,1,1,3,1,TA,6,Typ,1,Fa,Detchd,1964,Unf,1,308,TA,TA,Y,0,2008,155000
495,30,RM,50,5784,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Artery,1Fam,1Story,5,8,1938,1996,CompShg,MetalSd,MetalSd,Fa,TA,No,Unf,0,Unf,0,190,190,Y,886,0,0,886,0,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,1938,Unf,1,273,TA,TA,Y,144,2009,91300
496,30,C (all),60,7879,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,4,5,1920,1950,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,Rec,495,Unf,0,225,720,N,720,0,0,720,0,0,1,0,2,1,TA,4,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,0,2009,34900
497,20,RL,NA,12692,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,8,5,1992,1993,CompShg,BrkFace,BrkFace,Gd,TA,No,GLQ,1231,Unf,0,1969,3200,Y,3228,0,0,3228,1,0,3,0,4,1,Gd,10,Typ,1,Gd,Attchd,1992,RFn,2,546,TA,TA,Y,264,2007,430000
498,50,RL,60,9120,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1.5Fin,7,6,1925,1950,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,Rec,329,Unf,0,697,1026,Y,1133,687,0,1820,1,0,2,0,4,1,TA,8,Typ,0,NA,Detchd,1925,Unf,1,240,TA,TA,N,0,2008,184000
499,20,RL,65,7800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,7,1967,2004,CompShg,HdBoard,HdBoard,TA,TA,No,ALQ,450,Unf,0,414,864,Y,899,0,0,899,0,0,1,0,3,1,Gd,5,Typ,0,NA,Attchd,1967,Fin,1,288,TA,TA,Y,64,2009,130000
500,20,RL,70,7535,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,7,1958,1985,CompShg,MetalSd,MetalSd,TA,TA,No,BLQ,111,LwQ,279,522,912,Y,912,0,0,912,0,1,1,0,2,1,TA,5,Typ,0,NA,Attchd,1958,Fin,1,297,TA,TA,Y,12,2007,120000
501,160,RM,21,1890,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Twnhs,2Story,6,5,1973,1973,CompShg,HdBoard,HdBoard,TA,TA,No,BLQ,356,Unf,0,316,672,Y,672,546,0,1218,0,0,1,1,3,1,TA,7,Typ,0,NA,Detchd,1973,Unf,1,264,TA,TA,Y,144,2007,113000
502,60,FV,75,9803,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,5,2005,2005,CompShg,VinylSd,VinylSd,Gd,TA,No,GLQ,400,Unf,0,466,866,Y,866,902,0,1768,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2005,RFn,2,603,TA,TA,Y,0,2008,226700
503,20,RL,70,9170,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Feedr,1Fam,1Story,5,7,1965,1965,CompShg,MetalSd,MetalSd,TA,TA,No,ALQ,698,GLQ,96,420,1214,Y,1214,0,0,1214,1,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,1965,Unf,2,461,Fa,Fa,Y,0,2007,140000
504,20,RL,100,15602,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,7,8,1959,1997,CompShg,BrkFace,Wd Sdng,TA,TA,No,ALQ,1247,Unf,0,254,1501,Y,1801,0,0,1801,1,0,2,0,1,1,TA,6,Typ,2,TA,Attchd,1959,Fin,2,484,TA,TA,Y,0,2010,289000
505,160,RL,24,2308,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,2Story,6,5,1974,1974,CompShg,Plywood,Brk Cmn,TA,TA,No,ALQ,257,Rec,495,103,855,Y,855,467,0,1322,0,1,2,1,3,1,TA,6,Typ,1,Fa,Attchd,1974,Unf,2,440,TA,TA,Y,260,2009,147000
506,90,RM,60,7596,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Artery,Duplex,2Story,5,5,1952,1952,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,Unf,0,Unf,0,960,960,Y,960,1000,0,1960,0,0,2,0,4,2,TA,10,Typ,0,NA,Detchd,1952,Unf,2,400,TA,TA,N,0,2009,124500
507,60,RL,80,9554,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,8,5,1993,1994,CompShg,VinylSd,VinylSd,Gd,TA,No,GLQ,380,Unf,0,397,777,Y,1065,846,0,1911,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1993,RFn,2,471,TA,TA,Y,182,2006,215000
508,20,FV,75,7862,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,5,2009,2009,CompShg,VinylSd,VinylSd,Gd,TA,No,GLQ,27,Unf,0,1191,1218,Y,1218,0,0,1218,0,0,2,0,2,1,Gd,4,Typ,0,NA,Attchd,2009,Fin,2,676,TA,TA,Y,0,2009,208300
509,70,RM,60,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,9,1928,2005,CompShg,MetalSd,MetalSd,TA,TA,No,Rec,141,Unf,0,548,689,Y,689,689,0,1378,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Detchd,1928,Unf,2,360,TA,TA,N,0,2008,161000
510,20,RL,80,9600,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,5,6,1959,1959,CompShg,MetalSd,MetalSd,TA,TA,No,ALQ,991,Unf,0,50,1041,Y,1041,0,0,1041,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1959,RFn,1,270,TA,TA,Y,224,2009,124500
511,20,RL,75,14559,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,7,1951,2000,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,BLQ,650,Rec,180,178,1008,Y,1363,0,0,1363,1,0,1,0,2,1,TA,6,Min1,2,TA,CarPort,1951,Unf,1,288,TA,TA,Y,324,2009,164900
512,120,RL,40,6792,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,1Story,7,5,2005,2006,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,1368,1368,Y,1368,0,0,1368,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005,RFn,2,474,TA,TA,Y,132,2006,202665
513,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Feedr,1Fam,1Story,5,5,1958,1958,CompShg,VinylSd,VinylSd,TA,TA,No,BLQ,521,LwQ,174,169,864,Y,864,0,0,864,1,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1964,Unf,2,624,TA,TA,Y,0,2006,129900
514,20,RL,71,9187,Pave,NA,Reg,Bnk,AllPub,Corner,Gtl,Norm,1Fam,1Story,6,5,1983,1983,CompShg,VinylSd,VinylSd,TA,TA,No,ALQ,336,Unf,0,748,1084,Y,1080,0,0,1080,0,0,1,1,3,1,TA,5,Typ,0,NA,Attchd,1983,Unf,2,484,TA,TA,Y,120,2007,134000
515,45,RL,55,10594,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1.5Unf,5,5,1926,1950,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,Unf,0,Unf,0,768,768,N,789,0,0,789,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1926,Unf,1,200,Po,Po,Y,0,2007,96500
516,20,RL,94,12220,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,10,5,2009,2009,CompShg,CemntBd,CmentBd,Ex,TA,No,GLQ,1436,Unf,0,570,2006,Y,2020,0,0,2020,1,0,2,1,3,1,Ex,9,Typ,1,Gd,Attchd,2009,Fin,3,900,TA,TA,Y,156,2009,402861
517,80,RL,NA,10448,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,SLvl,6,6,1972,1972,CompShg,HdBoard,HdBoard,TA,TA,No,Unf,0,Unf,0,689,689,Y,1378,741,0,2119,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1972,RFn,2,583,TA,TA,Y,0,2009,158000
518,60,RL,79,10208,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,5,1996,1997,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,1264,1264,Y,1277,1067,0,2344,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1996,RFn,3,889,TA,TA,Y,220,2009,265000
519,60,RL,NA,9531,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,1Fam,2Story,6,5,1998,1998,CompShg,VinylSd,VinylSd,Gd,TA,Mn,GLQ,706,Unf,0,88,794,Y,882,914,0,1796,1,0,2,1,3,1,TA,7,Typ,0,NA,Attchd,1998,RFn,2,546,TA,TA,Y,0,2007,211000
520,70,RL,53,10918,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,9,1926,2004,CompShg,MetalSd,MetalSd,Gd,TA,No,Unf,0,Unf,0,1276,1276,Y,1276,804,0,2080,0,0,1,1,3,1,Gd,9,Typ,2,Gd,Detchd,1926,Unf,1,282,TA,TA,Y,0,2009,234000
521,190,RL,60,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,2fmCon,2Story,4,7,1900,2000,CompShg,MetalSd,MetalSd,NA,NA,NA,NA,0,NA,0,0,0,N,694,600,0,1294,0,0,2,0,3,2,TA,7,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,220,2008,106250
522,20,RL,90,11988,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Feedr,1Fam,1Story,6,6,1957,1957,CompShg,VinylSd,VinylSd,TA,TA,No,Rec,777,Unf,0,467,1244,Y,1244,0,0,1244,0,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1957,Unf,1,336,TA,TA,Y,0,2007,150000
523,50,RM,50,5000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Feedr,1Fam,1.5Fin,6,7,1947,1950,CompShg,CemntBd,CmentBd,TA,TA,No,ALQ,399,Unf,0,605,1004,Y,1004,660,0,1664,0,0,2,0,3,1,TA,7,Typ,2,Gd,Detchd,1950,Unf,2,420,TA,TA,Y,0,2006,159000
524,60,RL,130,40094,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,PosN,1Fam,2Story,10,5,2007,2008,CompShg,CemntBd,CmentBd,Ex,TA,Gd,GLQ,2260,Unf,0,878,3138,Y,3138,1538,0,4676,1,0,3,1,3,1,Ex,11,Typ,1,Gd,BuiltIn,2007,Fin,3,884,TA,TA,Y,208,2007,184750
525,60,RL,95,11787,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,5,1996,1997,CompShg,VinylSd,VinylSd,Gd,TA,No,GLQ,719,Unf,0,660,1379,Y,1383,1015,0,2398,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1996,Fin,3,834,TA,TA,Y,239,2007,315750
526,20,FV,62,7500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,7,5,2005,2005,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,1257,1257,Y,1266,0,0,1266,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2005,Unf,2,453,TA,TA,Y,38,2006,176000
527,20,RL,70,13300,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,7,1956,2000,CompShg,Wd Sdng,Wd Sdng,Gd,TA,No,Rec,377,Unf,0,551,928,Y,928,0,0,928,0,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,1956,Unf,1,252,TA,TA,Y,261,2007,132000
528,60,RL,67,14948,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,9,5,2008,2008,CompShg,VinylSd,VinylSd,Ex,TA,Av,GLQ,1330,Unf,0,122,1452,Y,1476,1237,0,2713,1,0,2,1,3,1,Ex,11,Typ,1,Gd,Attchd,2008,Fin,3,858,TA,TA,Y,126,2008,446261
529,30,RL,58,9098,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,4,7,1920,2002,CompShg,Wd Sdng,Wd Sdng,TA,TA,Mn,ALQ,348,Unf,0,180,528,Y,605,0,0,605,1,0,1,0,2,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,0,2007,86000
530,20,RL,NA,32668,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,1Fam,1Story,6,3,1957,1975,CompShg,Wd Sdng,Stone,TA,TA,No,Rec,1219,Unf,0,816,2035,Y,2515,0,0,2515,1,0,3,0,4,2,TA,9,Maj1,2,TA,Attchd,1975,RFn,2,484,TA,TA,Y,0,2007,200624
531,80,RL,85,10200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,SLvl,6,5,1988,1989,CompShg,HdBoard,HdBoard,Gd,TA,Av,GLQ,783,Unf,0,678,1461,Y,1509,0,0,1509,1,0,2,0,3,1,Gd,5,Typ,1,Fa,Attchd,1988,RFn,2,600,TA,TA,Y,224,2008,175000
532,70,RM,60,6155,Pave,NA,IR1,Lvl,AllPub,FR3,Gtl,RRNn,1Fam,2Story,6,8,1920,1999,CompShg,Wd Sdng,Wd Sdng,Fa,Fa,Mn,Unf,0,Unf,0,611,611,Y,751,611,0,1362,0,0,2,0,3,1,TA,6,Typ,0,NA,Detchd,1920,Fin,2,502,TA,Fa,Y,0,2008,128000
533,20,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,7,1955,2007,CompShg,VinylSd,VinylSd,NA,NA,NA,NA,0,NA,0,0,0,Y,827,0,0,827,0,0,1,0,2,1,TA,5,Mod,1,Po,Detchd,1967,Unf,1,392,TA,TA,Y,0,2010,107500
534,20,RL,50,5000,Pave,NA,Reg,Low,AllPub,Inside,Mod,Norm,1Fam,1Story,1,3,1946,1950,CompShg,VinylSd,VinylSd,NA,NA,NA,NA,0,NA,0,0,0,N,334,0,0,334,0,0,1,0,1,1,Fa,2,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,0,2007,39300
535,60,RL,74,9056,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,8,5,2004,2004,CompShg,VinylSd,VinylSd,Ex,Gd,Av,Unf,0,Unf,0,707,707,Y,707,707,0,1414,0,0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2004,Fin,2,403,TA,TA,Y,100,2006,178000
536,190,RL,70,7000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,2fmCon,2Story,5,7,1910,1991,CompShg,MetalSd,MetalSd,Gd,TA,Gd,GLQ,969,Unf,0,148,1117,Y,820,527,0,1347,1,0,1,0,3,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,85,2008,107500
537,60,RL,57,8924,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,1Fam,2Story,7,5,1998,1999,CompShg,VinylSd,VinylSd,Gd,TA,Av,Unf,0,Unf,0,880,880,Y,880,844,0,1724,0,0,2,1,3,1,Gd,8,Typ,0,NA,Attchd,1998,Fin,2,527,TA,TA,Y,120,2008,188000
538,20,RL,NA,12735,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Norm,1Fam,1Story,4,5,1972,1972,CompShg,MetalSd,MetalSd,TA,TA,No,BLQ,600,Unf,0,264,864,Y,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1980,Unf,2,576,TA,TA,Y,216,2008,111250
539,20,RL,NA,11553,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,5,1968,1968,CompShg,Plywood,Plywood,TA,TA,No,BLQ,673,Unf,0,378,1051,Y,1159,0,0,1159,0,0,1,1,3,1,TA,7,Typ,1,Fa,Attchd,1968,Unf,1,336,TA,TA,Y,466,2006,158000
540,20,RL,NA,11423,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,8,5,2001,2002,CompShg,VinylSd,VinylSd,Gd,TA,Av,GLQ,1358,Unf,0,223,1581,Y,1601,0,0,1601,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001,RFn,2,670,TA,TA,Y,180,2010,272000
541,20,RL,85,14601,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,9,5,2006,2006,CompShg,VinylSd,VinylSd,Ex,TA,Av,GLQ,1260,Unf,0,578,1838,Y,1838,0,0,1838,1,0,2,0,2,1,Ex,8,Typ,1,Gd,Attchd,2006,Fin,3,765,TA,TA,Y,270,2009,315000
542,60,RL,NA,11000,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Norm,1Fam,2Story,8,5,2000,2000,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,969,969,Y,997,1288,0,2285,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2000,Fin,3,648,TA,TA,Y,0,2007,248000
543,20,RL,78,10140,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,RRAn,1Fam,1Story,7,5,1998,1999,CompShg,VinylSd,VinylSd,Ex,TA,No,LwQ,144,GLQ,1127,379,1650,Y,1680,0,0,1680,1,0,2,0,3,1,Gd,7,Maj1,1,TA,Attchd,1998,Fin,2,583,TA,TA,Y,78,2009,213250
544,120,RH,34,4058,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,SFoyer,7,5,1998,1998,CompShg,MetalSd,MetalSd,Gd,TA,Av,GLQ,584,LwQ,139,0,723,Y,767,0,0,767,1,0,1,0,1,1,TA,4,Typ,0,NA,Attchd,1998,Fin,1,367,TA,TA,Y,120,2007,133000
545,60,RL,58,17104,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,5,2006,2006,CompShg,VinylSd,VinylSd,Gd,Gd,Av,GLQ,554,Unf,0,100,654,Y,664,832,0,1496,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2006,RFn,2,426,TA,TA,Y,100,2006,179665
546,50,RL,NA,13837,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1.5Fin,7,5,1988,1988,CompShg,HdBoard,HdBoard,Gd,Gd,No,GLQ,1002,LwQ,202,0,1204,Y,1377,806,0,2183,0,0,2,1,4,1,Gd,9,Typ,0,NA,Attchd,1988,Unf,3,786,TA,TA,Y,0,2006,229000
547,50,RL,70,8737,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,Norm,1Fam,1.5Fin,6,7,1923,1950,CompShg,BrkFace,Wd Sdng,Gd,TA,No,Rec,300,Unf,0,765,1065,Y,915,720,0,1635,0,0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1950,Unf,2,440,TA,TA,Y,0,2007,210000
548,85,RL,54,7244,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,SFoyer,5,7,1970,1970,CompShg,VinylSd,VinylSd,Gd,TA,Av,ALQ,619,Unf,0,149,768,Y,768,0,0,768,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1987,Unf,2,624,TA,TA,Y,104,2007,129500
549,20,RM,49,8235,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Feedr,1Fam,1Story,5,7,1955,1995,CompShg,MetalSd,MetalSd,TA,TA,No,LwQ,180,Rec,645,0,825,Y,825,0,0,825,1,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1963,RFn,2,720,TA,TA,Y,140,2008,125000
550,60,FV,75,9375,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,5,2003,2004,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,912,912,Y,912,1182,0,2094,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003,Fin,2,615,TA,TA,Y,182,2009,263000
551,120,RL,53,4043,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,1Story,6,6,1977,1977,CompShg,Plywood,Plywood,Gd,TA,No,ALQ,559,Unf,0,510,1069,Y,1069,0,0,1069,0,0,2,0,2,1,TA,4,Typ,0,NA,Attchd,1977,RFn,2,440,TA,TA,Y,0,2008,140000
552,20,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,6,1957,1957,CompShg,BrkFace,BrkFace,TA,TA,No,Rec,308,Unf,0,620,928,Y,928,0,0,928,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1957,Fin,1,288,TA,TA,Y,0,2008,112500
553,20,RL,87,11146,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,8,5,2006,2006,CompShg,VinylSd,VinylSd,Ex,TA,Av,Unf,0,Unf,0,1709,1709,Y,1717,0,0,1717,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006,RFn,3,908,TA,TA,Y,169,2009,255500
554,20,RL,67,8777,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Feedr,1Fam,1Story,4,5,1949,2003,CompShg,VinylSd,VinylSd,NA,NA,NA,NA,0,NA,0,0,0,Y,1126,0,0,1126,0,0,2,0,2,1,Gd,5,Typ,0,NA,Detchd,2002,Fin,2,520,TA,TA,N,0,2009,108000
555,60,RL,85,10625,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,5,2003,2004,CompShg,VinylSd,VinylSd,Gd,TA,No,GLQ,866,Unf,0,132,998,Y,1006,1040,0,2046,1,0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,2003,RFn,3,871,TA,TA,Y,320,2008,284000
556,45,RM,58,6380,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1.5Unf,5,6,1922,1950,CompShg,MetalSd,MetalSd,TA,Fa,No,Unf,0,Unf,0,993,993,Y,1048,0,0,1048,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1922,Unf,1,280,TA,TA,Y,0,2006,113000
557,20,RL,69,14850,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,5,1957,1957,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,Rec,895,Unf,0,197,1092,Y,1092,0,0,1092,1,0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1957,Fin,1,299,TA,TA,Y,268,2006,141000
558,50,C (all),60,11040,Pave,NA,Reg,Low,AllPub,Inside,Mod,Norm,1Fam,1.5Fin,4,6,1920,1950,CompShg,MetalSd,MetalSd,TA,TA,No,Rec,637,Unf,0,0,637,Y,897,439,0,1336,0,0,1,1,3,1,TA,7,Typ,0,NA,CarPort,1994,Unf,1,570,TA,TA,Y,0,2006,108000
559,60,RL,57,21872,Pave,NA,IR2,HLS,AllPub,FR2,Gtl,Norm,1Fam,2Story,7,5,1996,1997,CompShg,HdBoard,HdBoard,Gd,TA,Gd,GLQ,604,Unf,0,125,729,Y,729,717,0,1446,0,1,2,1,3,1,TA,6,Typ,1,TA,Attchd,1996,Unf,2,406,TA,TA,Y,264,2008,175000
560,120,RL,NA,3196,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,1Story,7,5,2003,2004,CompShg,VinylSd,VinylSd,Gd,TA,Gd,Unf,0,Unf,0,1374,1374,Y,1557,0,0,1557,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2003,Fin,2,420,TA,TA,Y,143,2006,234000
